file,gt,emotion_before,prob_before,emotion_after,prob_after
angry/angry_2866.jpg,angry,sad,0.8831,sad,0.7055
angry/angry_3134.jpg,angry,sad,0.5841,angry,0.988
angry/angry_3147.jpg,angry,angry,0.9711,sad,0.5356
angry/angry_3155.jpg,angry,angry,0.7383,angry,0.7512
angry/angry_3227.jpg,angry,angry,0.943,angry,0.5956
angry/angry_3232.jpg,angry,angry,0.4403,sad,0.7199
angry/angry_3245.jpg,angry,angry,0.7964,sad,0.6422
angry/angry_3315.jpg,angry,angry,0.9701,angry,0.8659
angry/angry_3331.jpg,angry,surprise,0.6603,surprise,0.6635
angry/angry_3351.jpg,angry,angry,0.9421,angry,0.932
angry/angry_3377.jpg,angry,angry,0.991,neutral,0.7187
angry/angry_6771.jpg,angry,angry,0.9636,angry,0.8549
angry/angry_6897.jpg,angry,angry,0.4732,angry,0.8881
angry/angry_6983.jpg,angry,angry,0.5794,angry,0.9638
angry/angry_7010.jpg,angry,angry,0.656,angry,0.9621
angry/angry_7048.jpg,angry,angry,0.9355,angry,0.9855
angry/angry_7095.jpg,angry,neutral,0.8958,neutral,0.8574
angry/angry_7175.jpg,angry,sad,0.8488,sad,0.9253
angry/angry_7201.jpg,angry,angry,0.9992,angry,0.9998
angry/angry_7278.jpg,angry,angry,0.9942,angry,0.9995
angry/angry_7397.jpg,angry,angry,0.6837,angry,0.9821
angry/angry_7401.jpg,angry,sad,0.4668,sad,0.9744
angry/angry_7412.jpg,angry,surprise,0.4466,sad,0.5743
angry/angry_7413.jpg,angry,sad,0.8555,neutral,0.5885
angry/angry_7444.jpg,angry,angry,0.9658,angry,0.9673
angry/angry_7445.jpg,angry,angry,0.9987,angry,0.9968
angry/angry_7446.jpg,angry,angry,0.9107,angry,0.9765
angry/angry_7468.jpg,angry,sad,0.8577,sad,0.4371
angry/angry_7497.jpg,angry,angry,0.8805,angry,0.9598
angry/angry_7627.jpg,angry,angry,0.5388,sad,0.9648
angry/angry_7637.jpg,angry,sad,0.324,fear,0.8763
angry/angry_7648.jpg,angry,angry,0.6778,fear,0.6084
disgust/disgust_0062.jpg,disgust,angry,0.9989,angry,0.9947
disgust/disgust_0066.jpg,disgust,angry,0.932,angry,0.6241
disgust/disgust_0086.jpg,disgust,sad,0.3482,fear,0.3844
disgust/disgust_0133.jpg,disgust,angry,0.9992,angry,0.9996
disgust/disgust_0139.jpg,disgust,angry,0.9847,angry,0.9944
disgust/disgust_0187.jpg,disgust,surprise,0.6962,surprise,0.4242
disgust/disgust_0200.jpg,disgust,surprise,0.7692,fear,0.7855
disgust/disgust_0219.jpg,disgust,angry,0.6614,neutral,0.4922
disgust/disgust_0264.jpg,disgust,surprise,0.2782,fear,0.7609
disgust/disgust_0376.jpg,disgust,neutral,0.7564,neutral,0.5726
disgust/disgust_0432.jpg,disgust,sad,0.8098,sad,0.9164
disgust/disgust_0459.jpg,disgust,angry,0.9975,angry,0.9968
disgust/disgust_0510.jpg,disgust,sad,0.5161,fear,0.6074
disgust/disgust_0514.jpg,disgust,angry,0.7419,angry,0.8596
disgust/disgust_0520.jpg,disgust,fear,0.6679,fear,0.8634
disgust/disgust_0547.jpg,disgust,fear,0.5817,angry,0.5725
disgust/disgust_0566.jpg,disgust,surprise,0.584,fear,0.6408
disgust/disgust_0604.jpg,disgust,sad,0.9412,sad,0.9999
disgust/disgust_0618.jpg,disgust,angry,0.3575,angry,0.9755
disgust/disgust_0681.jpg,disgust,angry,0.9974,angry,0.9865
disgust/disgust_0687.jpg,disgust,neutral,0.5054,surprise,0.5559
disgust/disgust_0696.jpg,disgust,neutral,0.669,neutral,0.3561
disgust/disgust_0707.jpg,disgust,fear,0.4819,fear,0.4408
disgust/disgust_0734.jpg,disgust,surprise,0.7143,sad,0.8639
disgust/disgust_0748.jpg,disgust,angry,0.9195,angry,0.7093
disgust/disgust_0772.jpg,disgust,angry,0.471,sad,0.5215
disgust/disgust_0811.jpg,disgust,sad,0.9902,sad,0.9656
disgust/disgust_0814.jpg,disgust,angry,0.7362,angry,0.9246
disgust/disgust_0834.jpg,disgust,angry,0.9985,angry,0.9955
disgust/disgust_0857.jpg,disgust,angry,0.5764,sad,0.719
disgust/disgust_0883.jpg,disgust,sad,0.7568,sad,0.8528
disgust/disgust_0932.jpg,disgust,angry,0.9769,angry,0.9846
disgust/disgust_0965.jpg,disgust,sad,0.6271,sad,0.9578
disgust/disgust_0971.jpg,disgust,angry,0.7614,angry,0.9325
disgust/disgust_0981.jpg,disgust,surprise,0.4036,fear,0.6392
disgust/disgust_0998.jpg,disgust,neutral,0.7013,neutral,0.7929
disgust/disgust_1000.jpg,disgust,angry,0.9003,angry,0.8817
disgust/disgust_1011.jpg,disgust,neutral,0.463,sad,0.6649
disgust/disgust_1054.jpg,disgust,neutral,0.8125,neutral,0.6804
disgust/disgust_1071.jpg,disgust,angry,0.4587,fear,0.8348
disgust/disgust_1081.jpg,disgust,surprise,0.584,fear,0.5223
disgust/disgust_1086.jpg,disgust,surprise,0.679,fear,0.8613
disgust/disgust_1123.jpg,disgust,angry,0.9988,angry,0.9819
disgust/disgust_1126.jpg,disgust,sad,0.9914,neutral,0.72
disgust/disgust_1158.jpg,disgust,angry,0.9136,angry,0.9186
disgust/disgust_1177.jpg,disgust,angry,0.7908,surprise,0.4025
disgust/disgust_1209.jpg,disgust,sad,0.8738,sad,0.411
disgust/disgust_1247.jpg,disgust,neutral,0.7348,fear,0.5681
disgust/disgust_1258.jpg,disgust,angry,0.9988,angry,0.985
disgust/disgust_1311.jpg,disgust,happy,0.4873,happy,0.7025
disgust/disgust_1319.jpg,disgust,angry,0.9624,angry,0.9944
disgust/disgust_1332.jpg,disgust,angry,0.5311,angry,0.9629
disgust/disgust_1375.jpg,disgust,angry,0.9976,angry,0.9918
disgust/disgust_1419.jpg,disgust,angry,0.3904,sad,0.9962
disgust/disgust_1483.jpg,disgust,sad,0.9768,sad,0.9277
disgust/disgust_1484.jpg,disgust,neutral,0.7994,neutral,0.5659
disgust/disgust_1500.jpg,disgust,fear,0.7339,fear,0.9114
disgust/disgust_1503.jpg,disgust,sad,0.9764,sad,0.9735
disgust/disgust_1543.jpg,disgust,angry,0.9879,angry,0.9994
disgust/disgust_1578.jpg,disgust,angry,0.9883,angry,0.5889
disgust/disgust_1585.jpg,disgust,angry,0.9914,fear,0.5743
disgust/disgust_1593.jpg,disgust,angry,0.5006,fear,0.7471
disgust/disgust_1603.jpg,disgust,sad,0.8411,sad,0.9302
disgust/disgust_1613.jpg,disgust,angry,0.9823,angry,0.98
disgust/disgust_1668.jpg,disgust,surprise,0.7486,fear,0.5937
disgust/disgust_1713.jpg,disgust,angry,0.9593,angry,0.7912
disgust/disgust_1715.jpg,disgust,angry,0.6808,angry,0.7751
disgust/disgust_1745.jpg,disgust,angry,0.9977,angry,0.9935
disgust/disgust_1767.jpg,disgust,surprise,0.4083,surprise,0.5991
disgust/disgust_1809.jpg,disgust,sad,0.7842,fear,0.8232
disgust/disgust_1892.jpg,disgust,surprise,0.6908,fear,0.766
disgust/disgust_1917.jpg,disgust,sad,0.956,sad,0.5161
disgust/disgust_1930.jpg,disgust,angry,0.9741,sad,0.8303
disgust/disgust_2016.jpg,disgust,fear,0.458,fear,0.804
disgust/disgust_2046.jpg,disgust,disgust,0.5737,sad,0.4534
disgust/disgust_2062.jpg,disgust,fear,0.6177,fear,0.9089
disgust/disgust_2128.jpg,disgust,sad,0.5135,sad,0.4752
disgust/disgust_2134.jpg,disgust,sad,0.9999,sad,0.9994
disgust/disgust_2175.jpg,disgust,angry,0.952,fear,0.9489
disgust/disgust_2218.jpg,disgust,angry,0.4795,angry,0.471
disgust/disgust_2232.jpg,disgust,angry,0.4211,fear,0.5084
disgust/disgust_2266.jpg,disgust,sad,0.4765,sad,0.6781
disgust/disgust_2285.jpg,disgust,angry,0.9503,angry,0.8722
disgust/disgust_2290.jpg,disgust,surprise,0.4369,surprise,0.485
disgust/disgust_2305.jpg,disgust,neutral,0.3129,surprise,0.3669
disgust/disgust_2327.jpg,disgust,angry,0.4954,angry,0.5841
disgust/disgust_2337.jpg,disgust,surprise,0.6847,fear,0.6232
disgust/disgust_2342.jpg,disgust,angry,0.9887,angry,0.9939
disgust/disgust_2354.jpg,disgust,surprise,0.4554,surprise,0.9748
disgust/disgust_2358.jpg,disgust,surprise,0.5625,surprise,0.7416
disgust/disgust_2400.jpg,disgust,neutral,0.9622,neutral,0.6613
disgust/disgust_2410.jpg,disgust,angry,0.854,angry,0.9637
disgust/disgust_2418.jpg,disgust,neutral,0.6776,fear,0.4522
disgust/disgust_2448.jpg,disgust,angry,0.9624,angry,0.7496
disgust/disgust_2502.jpg,disgust,angry,0.9892,angry,0.9952
disgust/disgust_2514.jpg,disgust,angry,0.8835,angry,0.948
disgust/disgust_2519.jpg,disgust,angry,0.854,angry,0.8714
disgust/disgust_2535.jpg,disgust,angry,0.9897,angry,0.9982
disgust/disgust_2536.jpg,disgust,angry,0.6274,fear,0.4124
disgust/disgust_2571.jpg,disgust,surprise,0.7489,surprise,0.6085
disgust/disgust_2621.jpg,disgust,happy,0.4167,surprise,0.4627
disgust/disgust_2633.jpg,disgust,neutral,0.745,surprise,0.9196
disgust/disgust_2666.jpg,disgust,disgust,0.5113,angry,0.9896
disgust/disgust_2742.jpg,disgust,angry,0.8462,sad,0.983
disgust/disgust_2745.jpg,disgust,angry,0.998,angry,0.9951
disgust/disgust_2806.jpg,disgust,angry,0.999,angry,0.9931
disgust/disgust_2859.jpg,disgust,surprise,0.5434,sad,0.6961
disgust/disgust_2888.jpg,disgust,surprise,0.761,sad,0.6401
disgust/disgust_2890.jpg,disgust,surprise,0.7957,surprise,0.5056
disgust/disgust_2903.jpg,disgust,angry,0.5999,angry,0.9033
disgust/disgust_2910.jpg,disgust,sad,0.6197,sad,0.7894
disgust/disgust_2935.jpg,disgust,neutral,0.9669,neutral,0.9094
disgust/disgust_2939.jpg,disgust,sad,0.9451,sad,0.9743
disgust/disgust_2951.jpg,disgust,fear,0.9895,surprise,0.8716
disgust/disgust_3007.jpg,disgust,fear,0.7098,fear,0.982
disgust/disgust_3008.jpg,disgust,sad,0.9951,sad,0.9966
disgust/disgust_3015.jpg,disgust,surprise,0.4925,surprise,0.4629
disgust/disgust_3099.jpg,disgust,angry,0.987,angry,0.9118
disgust/disgust_3147.jpg,disgust,angry,0.5952,neutral,0.9432
disgust/disgust_3174.jpg,disgust,angry,0.7949,angry,0.5818
disgust/disgust_3214.jpg,disgust,fear,0.7039,angry,0.9781
disgust/disgust_3302.jpg,disgust,sad,0.8726,sad,0.6474
disgust/disgust_3329.jpg,disgust,happy,0.6239,sad,0.7316
disgust/disgust_3356.jpg,disgust,sad,0.6476,sad,0.4235
disgust/disgust_3357.jpg,disgust,happy,0.9253,happy,0.416
disgust/disgust_3361.jpg,disgust,happy,0.7337,sad,0.6569
disgust/disgust_3398.jpg,disgust,angry,0.2946,happy,0.6527
disgust/disgust_3424.jpg,disgust,sad,0.9904,sad,0.997
disgust/disgust_3460.jpg,disgust,neutral,0.5385,sad,0.8504
disgust/disgust_3488.jpg,disgust,angry,0.4697,angry,0.9707
disgust/disgust_3636.jpg,disgust,happy,0.7677,sad,0.911
disgust/disgust_3811.jpg,disgust,sad,0.9412,sad,0.981
fear/fear_0008.jpg,fear,surprise,0.6548,fear,0.9046
fear/fear_0025.jpg,fear,surprise,0.9104,fear,0.516
fear/fear_0028.jpg,fear,fear,0.3567,surprise,0.5465
fear/fear_0061.jpg,fear,surprise,0.7865,fear,0.9166
fear/fear_0120.jpg,fear,surprise,0.5407,surprise,0.753
fear/fear_0185.jpg,fear,fear,0.6815,fear,0.7101
fear/fear_0231.jpg,fear,surprise,0.4916,surprise,0.9439
fear/fear_0298.jpg,fear,surprise,0.9138,fear,0.459
fear/fear_0369.jpg,fear,fear,0.8139,fear,0.8258
fear/fear_0423.jpg,fear,surprise,0.866,fear,0.6817
fear/fear_0430.jpg,fear,surprise,0.759,fear,0.8607
fear/fear_0588.jpg,fear,fear,0.8173,fear,0.7235
fear/fear_0607.jpg,fear,angry,0.7891,sad,0.5896
fear/fear_0616.jpg,fear,surprise,0.6254,fear,0.525
fear/fear_0624.jpg,fear,angry,0.3034,angry,0.9401
fear/fear_0625.jpg,fear,angry,0.9785,angry,0.9981
fear/fear_0783.jpg,fear,surprise,0.5836,fear,0.8993
fear/fear_0843.jpg,fear,angry,0.8869,fear,0.831
fear/fear_0849.jpg,fear,surprise,0.8337,fear,0.5888
fear/fear_0913.jpg,fear,fear,0.9979,fear,0.9911
fear/fear_0938.jpg,fear,fear,0.5383,fear,0.6692
fear/fear_1096.jpg,fear,neutral,0.4301,neutral,0.7768
fear/fear_1161.jpg,fear,angry,0.9921,angry,0.9992
fear/fear_1163.jpg,fear,angry,0.9045,sad,0.892
fear/fear_1194.jpg,fear,angry,0.7262,surprise,0.7838
fear/fear_1290.jpg,fear,happy,0.3114,sad,0.8682
fear/fear_1331.jpg,fear,angry,0.8852,sad,0.8137
fear/fear_1357.jpg,fear,fear,0.5648,fear,0.9394
fear/fear_1485.jpg,fear,surprise,0.9207,neutral,0.6175
fear/fear_1617.jpg,fear,angry,0.8548,fear,0.4586
fear/fear_1620.jpg,fear,angry,0.698,surprise,0.4894
fear/fear_1643.jpg,fear,surprise,0.7072,surprise,0.8744
fear/fear_1677.jpg,fear,neutral,0.8887,fear,0.4707
fear/fear_1767.jpg,fear,surprise,0.4164,sad,0.6606
fear/fear_1808.jpg,fear,surprise,0.3579,fear,0.7949
fear/fear_1845.jpg,fear,angry,0.5273,angry,0.5482
fear/fear_1978.jpg,fear,fear,0.5728,fear,0.5919
fear/fear_1999.jpg,fear,fear,0.9245,fear,0.9301
fear/fear_2013.jpg,fear,fear,0.6003,fear,0.7806
fear/fear_2026.jpg,fear,angry,0.2773,fear,0.9656
fear/fear_2073.jpg,fear,surprise,0.8845,fear,0.7621
fear/fear_2179.jpg,fear,surprise,0.4096,fear,0.8066
fear/fear_2214.jpg,fear,angry,0.5208,sad,0.7024
fear/fear_2248.jpg,fear,surprise,0.9798,fear,0.5093
fear/fear_2312.jpg,fear,surprise,0.9469,sad,0.9944
fear/fear_2430.jpg,fear,surprise,0.5775,fear,0.7887
fear/fear_2442.jpg,fear,fear,0.5285,fear,0.9459
fear/fear_2491.jpg,fear,surprise,0.698,sad,0.6516
fear/fear_2509.jpg,fear,fear,0.4303,fear,0.9843
fear/fear_2555.jpg,fear,surprise,0.764,surprise,0.9488
fear/fear_2587.jpg,fear,surprise,0.7384,surprise,0.8899
fear/fear_2593.jpg,fear,surprise,0.6601,fear,0.9707
fear/fear_2608.jpg,fear,fear,0.941,fear,0.9375
fear/fear_2611.jpg,fear,fear,0.6355,fear,0.9636
fear/fear_2626.jpg,fear,surprise,0.986,surprise,0.5757
fear/fear_2698.jpg,fear,fear,0.5021,fear,0.8237
fear/fear_2764.jpg,fear,fear,0.8995,fear,0.9969
fear/fear_2784.jpg,fear,angry,0.7308,fear,0.4671
fear/fear_2813.jpg,fear,fear,0.4396,fear,0.6729
fear/fear_2872.jpg,fear,fear,0.969,fear,0.9671
fear/fear_2905.jpg,fear,surprise,0.8219,fear,0.8125
fear/fear_2936.jpg,fear,angry,0.6966,surprise,0.6763
fear/fear_2964.jpg,fear,angry,0.7151,sad,0.7632
fear/fear_3260.jpg,fear,angry,0.9093,angry,0.8778
fear/fear_3349.jpg,fear,surprise,0.5862,fear,0.7939
fear/fear_3512.jpg,fear,angry,0.9984,angry,0.9326
fear/fear_3546.jpg,fear,fear,0.289,fear,0.9838
fear/fear_3574.jpg,fear,surprise,0.7799,fear,0.7577
fear/fear_3602.jpg,fear,angry,0.9991,fear,0.7336
fear/fear_3651.jpg,fear,sad,0.6151,sad,0.9458
fear/fear_3683.jpg,fear,surprise,0.6551,fear,0.8589
fear/fear_3710.jpg,fear,surprise,0.6711,fear,0.9031
fear/fear_3725.jpg,fear,surprise,0.9652,surprise,0.9173
fear/fear_3728.jpg,fear,surprise,0.7155,fear,0.4596
fear/fear_3744.jpg,fear,angry,0.493,fear,0.4962
fear/fear_3783.jpg,fear,surprise,0.4254,fear,0.4998
fear/fear_3786.jpg,fear,surprise,0.9603,surprise,0.5833
fear/fear_3788.jpg,fear,surprise,0.606,surprise,0.6752
fear/fear_3789.jpg,fear,surprise,0.3336,sad,0.3775
fear/fear_3808.jpg,fear,angry,0.9199,angry,0.4664
fear/fear_3847.jpg,fear,angry,0.5499,fear,0.7392
fear/fear_3873.jpg,fear,angry,0.7748,angry,0.6276
fear/fear_3876.jpg,fear,fear,0.6282,surprise,0.5223
fear/fear_3962.jpg,fear,fear,0.9587,sad,0.9782
fear/fear_4075.jpg,fear,fear,0.8732,fear,0.6769
fear/fear_4130.jpg,fear,sad,0.9571,sad,0.9514
fear/fear_4131.jpg,fear,sad,0.9986,sad,0.9932
fear/fear_4151.jpg,fear,happy,0.5253,sad,0.9915
happy/happy_0008.jpg,happy,happy,0.9851,happy,0.763
happy/happy_0107.jpg,happy,happy,0.4655,happy,0.6188
happy/happy_0127.jpg,happy,happy,0.9971,happy,0.545
happy/happy_0137.jpg,happy,happy,0.9976,happy,0.997
happy/happy_0189.jpg,happy,happy,0.9979,happy,0.9981
happy/happy_0190.jpg,happy,happy,0.9907,happy,0.7557
happy/happy_0201.jpg,happy,happy,0.9504,happy,0.8386
happy/happy_0214.jpg,happy,happy,0.9641,happy,0.8869
happy/happy_0227.jpg,happy,happy,0.9853,happy,0.8373
happy/happy_0229.jpg,happy,happy,0.9577,happy,0.9608
happy/happy_0258.jpg,happy,happy,0.9975,happy,0.9911
happy/happy_0298.jpg,happy,happy,0.9903,happy,0.9923
happy/happy_0306.jpg,happy,happy,0.9991,happy,0.7883
happy/happy_0311.jpg,happy,happy,0.8284,happy,0.9139
happy/happy_0323.jpg,happy,happy,0.9775,happy,0.9629
happy/happy_0353.jpg,happy,sad,0.6414,sad,0.9601
happy/happy_0372.jpg,happy,neutral,0.6225,neutral,0.6242
happy/happy_0386.jpg,happy,neutral,0.6906,sad,0.3203
happy/happy_0388.jpg,happy,happy,0.9886,neutral,0.6297
happy/happy_0405.jpg,happy,happy,0.9016,happy,0.7475
happy/happy_0406.jpg,happy,happy,0.9805,fear,0.8329
happy/happy_0407.jpg,happy,neutral,0.9431,neutral,0.9839
happy/happy_0443.jpg,happy,happy,0.5446,happy,0.5972
happy/happy_0483.jpg,happy,angry,0.4526,fear,0.495
happy/happy_0504.jpg,happy,surprise,0.4183,fear,0.8838
happy/happy_0509.jpg,happy,happy,0.5619,sad,0.9853
happy/happy_0510.jpg,happy,happy,0.9985,happy,0.9233
happy/happy_0533.jpg,happy,happy,0.9592,neutral,0.9842
happy/happy_0542.jpg,happy,happy,0.5818,fear,0.5165
happy/happy_0604.jpg,happy,happy,0.7311,happy,0.6311
happy/happy_0605.jpg,happy,happy,0.9253,happy,0.9935
happy/happy_0617.jpg,happy,happy,0.5587,happy,0.7973
happy/happy_0715.jpg,happy,happy,0.9843,happy,0.9898
happy/happy_0720.jpg,happy,happy,0.9601,happy,0.9226
happy/happy_0798.jpg,happy,angry,0.9407,sad,0.5833
happy/happy_0825.jpg,happy,happy,0.9339,happy,0.8326
happy/happy_0830.jpg,happy,happy,0.9031,happy,0.9374
happy/happy_0835.jpg,happy,happy,0.9796,sad,0.9511
happy/happy_0836.jpg,happy,happy,0.655,sad,0.7382
happy/happy_0867.jpg,happy,fear,0.7923,fear,0.7828
happy/happy_0881.jpg,happy,happy,0.9886,neutral,0.9181
happy/happy_0892.jpg,happy,happy,0.4245,fear,0.9498
happy/happy_0929.jpg,happy,happy,0.9928,happy,0.6874
happy/happy_0952.jpg,happy,angry,0.9269,angry,0.5032
happy/happy_0953.jpg,happy,neutral,0.6795,neutral,0.6433
happy/happy_0965.jpg,happy,happy,0.9442,happy,0.8333
happy/happy_1027.jpg,happy,angry,0.7245,happy,0.4403
happy/happy_1040.jpg,happy,happy,0.3848,neutral,0.9384
happy/happy_1083.jpg,happy,happy,0.9956,happy,0.9542
happy/happy_1106.jpg,happy,happy,0.7132,neutral,0.4738
happy/happy_1136.jpg,happy,happy,0.9762,sad,0.7981
happy/happy_1146.jpg,happy,happy,0.7849,angry,0.9069
happy/happy_1188.jpg,happy,happy,0.8087,happy,0.5538
happy/happy_1223.jpg,happy,angry,0.5163,angry,0.8982
happy/happy_1269.jpg,happy,surprise,0.7139,surprise,0.7137
happy/happy_1296.jpg,happy,happy,0.9786,happy,0.9416
happy/happy_1327.jpg,happy,angry,0.8403,angry,0.8483
happy/happy_1338.jpg,happy,happy,0.6644,surprise,0.6713
happy/happy_1400.jpg,happy,happy,0.8731,happy,0.957
happy/happy_1405.jpg,happy,happy,0.9943,happy,0.9799
happy/happy_1409.jpg,happy,surprise,0.6657,surprise,0.6879
happy/happy_1464.jpg,happy,happy,0.9777,happy,0.6917
happy/happy_1465.jpg,happy,happy,0.9277,happy,0.9657
happy/happy_1471.jpg,happy,happy,0.9972,happy,0.8251
happy/happy_1512.jpg,happy,happy,0.9762,happy,0.9052
happy/happy_1514.jpg,happy,neutral,0.7207,neutral,0.9261
happy/happy_1524.jpg,happy,happy,0.5727,fear,0.75
happy/happy_1542.jpg,happy,angry,0.5134,happy,0.9195
happy/happy_1614.jpg,happy,angry,0.5056,angry,0.5341
happy/happy_1630.jpg,happy,happy,0.9892,happy,0.685
happy/happy_1633.jpg,happy,happy,0.8272,happy,0.445
happy/happy_1637.jpg,happy,sad,0.8716,sad,0.9964
happy/happy_1653.jpg,happy,happy,0.8554,surprise,0.4291
happy/happy_1654.jpg,happy,happy,0.9917,happy,0.9772
happy/happy_1655.jpg,happy,angry,0.9419,sad,0.7673
happy/happy_1672.jpg,happy,happy,0.9247,happy,0.8724
happy/happy_1742.jpg,happy,happy,0.9989,happy,0.9897
happy/happy_1774.jpg,happy,happy,0.9948,happy,0.9685
happy/happy_1818.jpg,happy,happy,0.9808,happy,0.7796
happy/happy_1833.jpg,happy,surprise,0.465,surprise,0.5591
happy/happy_1838.jpg,happy,happy,0.9898,neutral,0.9298
happy/happy_1843.jpg,happy,happy,0.8667,happy,0.7752
happy/happy_1860.jpg,happy,angry,0.7375,angry,0.7179
happy/happy_1894.jpg,happy,neutral,0.928,neutral,0.9811
happy/happy_1901.jpg,happy,happy,0.9497,happy,0.9714
happy/happy_1912.jpg,happy,happy,0.9346,happy,0.9412
happy/happy_1926.jpg,happy,happy,0.9935,happy,0.9596
happy/happy_1936.jpg,happy,neutral,0.8908,neutral,0.524
happy/happy_1982.jpg,happy,happy,0.9931,happy,0.9629
happy/happy_2001.jpg,happy,happy,0.9911,happy,0.941
happy/happy_2037.jpg,happy,happy,0.9933,happy,0.9873
happy/happy_2175.jpg,happy,happy,0.9782,happy,0.9623
happy/happy_2185.jpg,happy,neutral,0.9354,neutral,0.5711
happy/happy_2204.jpg,happy,happy,0.9576,happy,0.8608
happy/happy_2207.jpg,happy,happy,0.9983,happy,0.9842
happy/happy_2215.jpg,happy,happy,0.7364,happy,0.4373
happy/happy_2231.jpg,happy,happy,0.437,angry,0.4574
happy/happy_2269.jpg,happy,happy,0.982,happy,0.9831
happy/happy_2301.jpg,happy,happy,0.9906,neutral,0.4039
happy/happy_2306.jpg,happy,neutral,0.9847,neutral,0.9712
happy/happy_2310.jpg,happy,happy,0.9612,happy,0.9722
happy/happy_2350.jpg,happy,happy,0.999,happy,0.9959
happy/happy_2406.jpg,happy,angry,0.3687,sad,0.9991
happy/happy_2444.jpg,happy,happy,0.9976,happy,0.9932
happy/happy_2452.jpg,happy,happy,0.965,happy,0.5897
happy/happy_2460.jpg,happy,neutral,0.8626,neutral,0.497
happy/happy_2475.jpg,happy,happy,0.9748,happy,0.9962
happy/happy_2523.jpg,happy,angry,0.9593,sad,0.5473
happy/happy_2532.jpg,happy,neutral,0.772,neutral,0.9775
happy/happy_2558.jpg,happy,happy,0.8829,neutral,0.5555
happy/happy_2574.jpg,happy,happy,0.8414,happy,0.9127
happy/happy_2636.jpg,happy,happy,0.7989,happy,0.706
happy/happy_2731.jpg,happy,happy,0.9873,happy,0.9921
happy/happy_2735.jpg,happy,happy,0.7354,happy,0.7255
happy/happy_2741.jpg,happy,happy,0.6829,surprise,0.4299
happy/happy_2743.jpg,happy,happy,0.9907,happy,0.9946
happy/happy_2775.jpg,happy,happy,0.8697,happy,0.8896
happy/happy_2786.jpg,happy,happy,0.8071,happy,0.7867
happy/happy_2824.jpg,happy,happy,0.9979,happy,0.9851
happy/happy_2864.jpg,happy,happy,0.8632,happy,0.7553
happy/happy_2891.jpg,happy,happy,0.4983,sad,0.5968
happy/happy_2911.jpg,happy,happy,0.8224,neutral,0.9117
happy/happy_2913.jpg,happy,neutral,0.5807,happy,0.6198
happy/happy_2919.jpg,happy,happy,0.9942,happy,0.9678
happy/happy_2932.jpg,happy,happy,0.7744,neutral,0.445
happy/happy_2959.jpg,happy,happy,0.9963,happy,0.7372
happy/happy_2977.jpg,happy,happy,0.7184,happy,0.8325
happy/happy_3009.jpg,happy,neutral,0.9474,fear,0.5524
happy/happy_3012.jpg,happy,happy,0.9402,sad,0.5662
happy/happy_3018.jpg,happy,happy,0.8282,happy,0.923
happy/happy_3027.jpg,happy,angry,0.9761,sad,0.5498
