file,gt,emotion_before,prob_before,emotion_after,prob_after
angry/angry_3331.jpg,angry,surprise,0.6603,sad,0.9285
angry/angry_3351.jpg,angry,angry,0.9421,angry,0.7597
angry/angry_3377.jpg,angry,angry,0.991,angry,0.457
angry/angry_6771.jpg,angry,angry,0.9636,angry,0.9664
angry/angry_6897.jpg,angry,angry,0.4732,angry,0.9918
angry/angry_6983.jpg,angry,angry,0.5794,angry,0.8924
angry/angry_7010.jpg,angry,angry,0.656,angry,0.9372
angry/angry_7095.jpg,angry,neutral,0.8958,neutral,0.9046
angry/angry_7124.jpg,angry,angry,0.3901,angry,0.7098
angry/angry_7150.jpg,angry,angry,0.9909,angry,0.8284
angry/angry_7180.jpg,angry,sad,0.9851,sad,0.9995
angry/angry_7201.jpg,angry,angry,0.9992,angry,0.9987
angry/angry_7220.jpg,angry,fear,0.4625,angry,0.5986
angry/angry_7257.jpg,angry,angry,0.9923,angry,0.9666
angry/angry_7274.jpg,angry,sad,0.513,angry,0.9341
angry/angry_7278.jpg,angry,angry,0.9942,angry,0.9979
angry/angry_7344.jpg,angry,angry,0.8652,angry,0.9808
angry/angry_7384.jpg,angry,angry,0.9324,angry,0.9769
angry/angry_7397.jpg,angry,angry,0.6837,angry,0.9338
angry/angry_7412.jpg,angry,surprise,0.4466,sad,0.6292
angry/angry_7444.jpg,angry,angry,0.9658,angry,0.9391
angry/angry_7445.jpg,angry,angry,0.9987,angry,0.9969
angry/angry_7450.jpg,angry,angry,0.6066,happy,0.6662
angry/angry_7468.jpg,angry,sad,0.8577,neutral,0.8968
angry/angry_7470.jpg,angry,angry,0.9689,angry,0.7906
angry/angry_7481.jpg,angry,angry,0.5432,angry,0.9197
angry/angry_7485.jpg,angry,happy,0.9163,angry,0.956
angry/angry_7497.jpg,angry,angry,0.8805,angry,0.8815
angry/angry_7561.jpg,angry,angry,0.8863,neutral,0.416
angry/angry_7598.jpg,angry,angry,0.2787,sad,0.576
angry/angry_7615.jpg,angry,angry,0.9624,angry,0.9086
disgust/disgust_0062.jpg,disgust,angry,0.9989,angry,0.995
disgust/disgust_0066.jpg,disgust,angry,0.932,angry,0.5332
disgust/disgust_0086.jpg,disgust,sad,0.3482,neutral,0.9882
disgust/disgust_0133.jpg,disgust,angry,0.9992,angry,0.9995
disgust/disgust_0139.jpg,disgust,angry,0.9847,angry,0.9964
disgust/disgust_0187.jpg,disgust,surprise,0.6962,sad,0.6019
disgust/disgust_0200.jpg,disgust,surprise,0.7692,fear,0.908
disgust/disgust_0219.jpg,disgust,angry,0.6614,neutral,0.6396
disgust/disgust_0229.jpg,disgust,angry,0.9917,angry,0.9942
disgust/disgust_0264.jpg,disgust,surprise,0.2782,fear,0.4733
disgust/disgust_0339.jpg,disgust,sad,0.5264,neutral,0.8771
disgust/disgust_0356.jpg,disgust,angry,0.9105,angry,0.4638
disgust/disgust_0376.jpg,disgust,neutral,0.7564,fear,0.4042
disgust/disgust_0432.jpg,disgust,sad,0.8098,sad,0.9282
disgust/disgust_0459.jpg,disgust,angry,0.9975,angry,0.996
disgust/disgust_0510.jpg,disgust,sad,0.5161,fear,0.5284
disgust/disgust_0514.jpg,disgust,angry,0.7419,angry,0.931
disgust/disgust_0520.jpg,disgust,fear,0.6679,fear,0.9119
disgust/disgust_0547.jpg,disgust,fear,0.5817,angry,0.577
disgust/disgust_0566.jpg,disgust,surprise,0.584,fear,0.8485
disgust/disgust_0604.jpg,disgust,sad,0.9412,sad,0.995
disgust/disgust_0618.jpg,disgust,angry,0.3575,angry,0.9887
disgust/disgust_0681.jpg,disgust,angry,0.9974,angry,0.9992
disgust/disgust_0687.jpg,disgust,neutral,0.5054,surprise,0.5596
disgust/disgust_0696.jpg,disgust,neutral,0.669,fear,0.6968
disgust/disgust_0707.jpg,disgust,fear,0.4819,fear,0.6947
disgust/disgust_0734.jpg,disgust,surprise,0.7143,sad,0.7036
disgust/disgust_0772.jpg,disgust,angry,0.471,neutral,0.5753
disgust/disgust_0814.jpg,disgust,angry,0.7362,angry,0.542
disgust/disgust_0834.jpg,disgust,angry,0.9985,angry,0.9962
disgust/disgust_0857.jpg,disgust,angry,0.5764,sad,0.7936
disgust/disgust_0883.jpg,disgust,sad,0.7568,sad,0.6885
disgust/disgust_0891.jpg,disgust,disgust,0.8682,disgust,0.7892
disgust/disgust_0932.jpg,disgust,angry,0.9769,angry,0.9818
disgust/disgust_0965.jpg,disgust,sad,0.6271,sad,0.6409
disgust/disgust_0971.jpg,disgust,angry,0.7614,angry,0.9876
disgust/disgust_0981.jpg,disgust,surprise,0.4036,sad,0.4602
disgust/disgust_1000.jpg,disgust,angry,0.9003,angry,0.8798
disgust/disgust_1011.jpg,disgust,neutral,0.463,sad,0.688
disgust/disgust_1054.jpg,disgust,neutral,0.8125,neutral,0.8394
disgust/disgust_1071.jpg,disgust,angry,0.4587,fear,0.8815
disgust/disgust_1081.jpg,disgust,surprise,0.584,fear,0.8485
disgust/disgust_1086.jpg,disgust,surprise,0.679,fear,0.8249
disgust/disgust_1087.jpg,disgust,surprise,0.6201,neutral,0.3135
disgust/disgust_1116.jpg,disgust,surprise,0.5646,surprise,0.5801
disgust/disgust_1123.jpg,disgust,angry,0.9988,angry,0.9485
disgust/disgust_1126.jpg,disgust,sad,0.9914,neutral,0.8975
disgust/disgust_1158.jpg,disgust,angry,0.9136,angry,0.5773
disgust/disgust_1177.jpg,disgust,angry,0.7908,angry,0.5771
disgust/disgust_1209.jpg,disgust,sad,0.8738,neutral,0.4907
disgust/disgust_1247.jpg,disgust,neutral,0.7348,fear,0.8622
disgust/disgust_1258.jpg,disgust,angry,0.9988,angry,0.9485
disgust/disgust_1311.jpg,disgust,happy,0.4873,happy,0.9474
disgust/disgust_1319.jpg,disgust,angry,0.9624,fear,0.4406
disgust/disgust_1332.jpg,disgust,angry,0.5311,angry,0.9202
disgust/disgust_1375.jpg,disgust,angry,0.9976,angry,0.9792
disgust/disgust_1419.jpg,disgust,angry,0.3904,sad,0.9924
disgust/disgust_1484.jpg,disgust,neutral,0.7994,surprise,0.3608
disgust/disgust_1500.jpg,disgust,fear,0.7339,fear,0.9713
disgust/disgust_1503.jpg,disgust,sad,0.9764,sad,0.9812
disgust/disgust_1578.jpg,disgust,angry,0.9883,sad,0.607
disgust/disgust_1585.jpg,disgust,angry,0.9914,angry,0.8778
disgust/disgust_1593.jpg,disgust,angry,0.5006,fear,0.9743
disgust/disgust_1613.jpg,disgust,angry,0.9823,angry,0.9991
disgust/disgust_1668.jpg,disgust,surprise,0.7486,fear,0.8202
disgust/disgust_1713.jpg,disgust,angry,0.9593,angry,0.74
disgust/disgust_1715.jpg,disgust,angry,0.6808,angry,0.6784
disgust/disgust_1745.jpg,disgust,angry,0.9977,angry,0.9929
disgust/disgust_1767.jpg,disgust,surprise,0.4083,surprise,0.4329
disgust/disgust_1825.jpg,disgust,angry,0.6895,angry,0.5052
disgust/disgust_1892.jpg,disgust,surprise,0.6908,fear,0.909
fear/fear_0008.jpg,fear,surprise,0.6548,fear,0.6562
fear/fear_0025.jpg,fear,surprise,0.9104,surprise,0.6107
fear/fear_0061.jpg,fear,surprise,0.7865,fear,0.8965
fear/fear_0111.jpg,fear,surprise,0.9274,surprise,0.7742
fear/fear_0120.jpg,fear,surprise,0.5407,surprise,0.8552
fear/fear_0231.jpg,fear,surprise,0.4916,surprise,0.9303
fear/fear_0298.jpg,fear,surprise,0.9138,surprise,0.6183
fear/fear_0369.jpg,fear,fear,0.8139,fear,0.7798
fear/fear_0423.jpg,fear,surprise,0.866,fear,0.8943
fear/fear_0430.jpg,fear,surprise,0.759,fear,0.8952
fear/fear_0588.jpg,fear,fear,0.8173,surprise,0.5301
fear/fear_0607.jpg,fear,angry,0.7891,sad,0.479
fear/fear_0616.jpg,fear,surprise,0.6254,surprise,0.837
fear/fear_0624.jpg,fear,angry,0.3034,fear,0.4497
fear/fear_0625.jpg,fear,angry,0.9785,angry,0.9915
fear/fear_0783.jpg,fear,surprise,0.5836,fear,0.53
fear/fear_0796.jpg,fear,surprise,0.6626,sad,0.5005
fear/fear_0843.jpg,fear,angry,0.8869,fear,0.9797
fear/fear_0849.jpg,fear,surprise,0.8337,fear,0.8807
fear/fear_0855.jpg,fear,angry,0.8492,sad,0.898
fear/fear_0865.jpg,fear,sad,0.6628,angry,0.5372
fear/fear_0913.jpg,fear,fear,0.9979,fear,0.9905
fear/fear_0946.jpg,fear,fear,0.8592,fear,0.9882
fear/fear_1096.jpg,fear,neutral,0.4301,neutral,0.533
fear/fear_1161.jpg,fear,angry,0.9921,angry,0.9799
fear/fear_1194.jpg,fear,angry,0.7262,surprise,0.8827
fear/fear_1290.jpg,fear,happy,0.3114,sad,0.7251
fear/fear_1331.jpg,fear,angry,0.8852,sad,0.5743
fear/fear_1357.jpg,fear,fear,0.5648,fear,0.8366
fear/fear_1362.jpg,fear,fear,0.8592,fear,0.9882
fear/fear_1368.jpg,fear,surprise,0.4943,fear,0.8612
fear/fear_1371.jpg,fear,sad,0.7133,sad,0.4948
fear/fear_1445.jpg,fear,angry,0.7056,angry,0.6826
fear/fear_1480.jpg,fear,fear,0.9432,fear,0.9957
fear/fear_1485.jpg,fear,surprise,0.9207,neutral,0.3991
fear/fear_1617.jpg,fear,angry,0.8548,sad,0.4484
fear/fear_1620.jpg,fear,angry,0.698,fear,0.6167
fear/fear_1643.jpg,fear,surprise,0.7072,surprise,0.9266
fear/fear_1677.jpg,fear,neutral,0.8887,sad,0.5321
fear/fear_1767.jpg,fear,surprise,0.4164,sad,0.7532
fear/fear_1776.jpg,fear,surprise,0.6485,surprise,0.9658
fear/fear_1808.jpg,fear,surprise,0.3579,surprise,0.409
fear/fear_1845.jpg,fear,angry,0.5273,angry,0.6303
fear/fear_1891.jpg,fear,sad,0.8228,sad,0.8985
fear/fear_1978.jpg,fear,fear,0.5728,neutral,0.6376
fear/fear_1999.jpg,fear,fear,0.9245,fear,0.8903
fear/fear_2013.jpg,fear,fear,0.6003,fear,0.9778
fear/fear_2026.jpg,fear,angry,0.2773,fear,0.9253
fear/fear_2073.jpg,fear,surprise,0.8845,sad,0.6402
fear/fear_2134.jpg,fear,fear,0.5781,fear,0.8764
fear/fear_2179.jpg,fear,surprise,0.4096,fear,0.8023
fear/fear_2214.jpg,fear,angry,0.5208,fear,0.5303
fear/fear_2245.jpg,fear,surprise,0.8831,surprise,0.7179
fear/fear_2248.jpg,fear,surprise,0.9798,fear,0.8416
fear/fear_2312.jpg,fear,surprise,0.9469,sad,0.9988
fear/fear_2430.jpg,fear,surprise,0.5775,surprise,0.7475
fear/fear_2442.jpg,fear,fear,0.5285,fear,0.8201
fear/fear_2491.jpg,fear,surprise,0.698,sad,0.4798
fear/fear_2509.jpg,fear,fear,0.4303,fear,0.954
fear/fear_2555.jpg,fear,surprise,0.764,surprise,0.9461
fear/fear_2587.jpg,fear,surprise,0.7384,surprise,0.6966
fear/fear_2593.jpg,fear,surprise,0.6601,fear,0.9564
fear/fear_2608.jpg,fear,fear,0.941,fear,0.8868
fear/fear_2626.jpg,fear,surprise,0.986,surprise,0.6343
fear/fear_2698.jpg,fear,fear,0.5021,fear,0.833
fear/fear_2709.jpg,fear,sad,0.7607,sad,0.9984
fear/fear_2764.jpg,fear,fear,0.8995,fear,0.9961
fear/fear_2784.jpg,fear,angry,0.7308,fear,0.9001
fear/fear_2869.jpg,fear,fear,0.9662,fear,0.8234
fear/fear_2872.jpg,fear,fear,0.969,fear,0.9637
fear/fear_2905.jpg,fear,surprise,0.8219,fear,0.7295
happy/happy_0008.jpg,happy,happy,0.9851,happy,0.5846
happy/happy_0107.jpg,happy,happy,0.4655,happy,0.3714
happy/happy_0127.jpg,happy,happy,0.9971,happy,0.537
happy/happy_0137.jpg,happy,happy,0.9976,happy,0.9878
happy/happy_0189.jpg,happy,happy,0.9979,happy,0.9989
happy/happy_0190.jpg,happy,happy,0.9907,fear,0.5736
happy/happy_0201.jpg,happy,happy,0.9504,happy,0.884
happy/happy_0208.jpg,happy,happy,0.9473,neutral,0.6409
happy/happy_0214.jpg,happy,happy,0.9641,happy,0.6367
happy/happy_0227.jpg,happy,happy,0.9853,sad,0.6125
happy/happy_0229.jpg,happy,happy,0.9577,happy,0.8958
happy/happy_0258.jpg,happy,happy,0.9975,happy,0.9938
happy/happy_0279.jpg,happy,happy,0.6553,happy,0.7391
happy/happy_0298.jpg,happy,happy,0.9903,happy,0.9894
happy/happy_0311.jpg,happy,happy,0.8284,happy,0.931
happy/happy_0323.jpg,happy,happy,0.9775,happy,0.844
happy/happy_0353.jpg,happy,sad,0.6414,sad,0.6894
happy/happy_0372.jpg,happy,neutral,0.6225,sad,0.8862
happy/happy_0386.jpg,happy,neutral,0.6906,neutral,0.6586
happy/happy_0388.jpg,happy,happy,0.9886,neutral,0.8023
happy/happy_0405.jpg,happy,happy,0.9016,happy,0.7212
happy/happy_0406.jpg,happy,happy,0.9805,fear,0.7361
happy/happy_0407.jpg,happy,neutral,0.9431,happy,0.5773
happy/happy_0443.jpg,happy,happy,0.5446,happy,0.9376
happy/happy_0474.jpg,happy,happy,0.9761,happy,0.9939
happy/happy_0483.jpg,happy,angry,0.4526,neutral,0.3986
happy/happy_0504.jpg,happy,surprise,0.4183,fear,0.6824
happy/happy_0509.jpg,happy,happy,0.5619,sad,0.9834
happy/happy_0510.jpg,happy,happy,0.9985,happy,0.9398
happy/happy_0522.jpg,happy,happy,0.9761,fear,0.3965
happy/happy_0533.jpg,happy,happy,0.9592,neutral,0.5909
happy/happy_0542.jpg,happy,happy,0.5818,fear,0.6022
happy/happy_0604.jpg,happy,happy,0.7311,happy,0.771
happy/happy_0605.jpg,happy,happy,0.9253,happy,0.9465
happy/happy_0617.jpg,happy,happy,0.5587,happy,0.5979
happy/happy_0697.jpg,happy,happy,0.9924,happy,0.998
happy/happy_0715.jpg,happy,happy,0.9843,happy,0.9918
happy/happy_0720.jpg,happy,happy,0.9601,neutral,0.6603
happy/happy_0762.jpg,happy,happy,0.9578,happy,0.9954
happy/happy_0798.jpg,happy,angry,0.9407,sad,0.5045
happy/happy_0825.jpg,happy,happy,0.9339,happy,0.8071
happy/happy_0830.jpg,happy,happy,0.9031,happy,0.9211
happy/happy_0835.jpg,happy,happy,0.9796,sad,0.8322
happy/happy_0836.jpg,happy,happy,0.655,sad,0.678
happy/happy_0867.jpg,happy,fear,0.7923,fear,0.5514
happy/happy_0881.jpg,happy,happy,0.9886,neutral,0.9788
happy/happy_0892.jpg,happy,happy,0.4245,fear,0.92
happy/happy_0929.jpg,happy,happy,0.9928,happy,0.6927
happy/happy_0952.jpg,happy,angry,0.9269,sad,0.5212
happy/happy_0953.jpg,happy,neutral,0.6795,happy,0.5417
happy/happy_0965.jpg,happy,happy,0.9442,happy,0.2853
happy/happy_1003.jpg,happy,happy,0.9547,happy,0.8148
happy/happy_1027.jpg,happy,angry,0.7245,happy,0.6446
happy/happy_1040.jpg,happy,happy,0.3848,neutral,0.9842
happy/happy_1083.jpg,happy,happy,0.9956,happy,0.8147
happy/happy_1106.jpg,happy,happy,0.7132,neutral,0.6634
happy/happy_1136.jpg,happy,happy,0.9762,sad,0.8848
happy/happy_1146.jpg,happy,happy,0.7849,happy,0.5543
happy/happy_1188.jpg,happy,happy,0.8087,happy,0.3855
happy/happy_1223.jpg,happy,angry,0.5163,angry,0.6999
happy/happy_1269.jpg,happy,surprise,0.7139,surprise,0.4917
happy/happy_1296.jpg,happy,happy,0.9786,happy,0.9875
happy/happy_1327.jpg,happy,angry,0.8403,angry,0.8687
happy/happy_1338.jpg,happy,happy,0.6644,fear,0.4867
happy/happy_1400.jpg,happy,happy,0.8731,happy,0.923
happy/happy_1405.jpg,happy,happy,0.9943,happy,0.9637
happy/happy_1408.jpg,happy,fear,0.7639,fear,0.9471
happy/happy_1409.jpg,happy,surprise,0.6657,surprise,0.5832
happy/happy_1461.jpg,happy,happy,0.4534,sad,0.5168
happy/happy_1464.jpg,happy,happy,0.9777,happy,0.7475
happy/happy_1465.jpg,happy,happy,0.9277,happy,0.8411
neutral/neutral_0009.jpg,neutral,neutral,0.7523,neutral,0.8167
neutral/neutral_0014.jpg,neutral,sad,0.5805,sad,0.9718
neutral/neutral_0035.jpg,neutral,sad,0.654,neutral,0.5337
neutral/neutral_0078.jpg,neutral,sad,0.8378,neutral,0.8381
neutral/neutral_0081.jpg,neutral,neutral,0.8991,fear,0.4041
neutral/neutral_0112.jpg,neutral,angry,0.4653,fear,0.3879
neutral/neutral_0125.jpg,neutral,neutral,0.979,neutral,0.999
neutral/neutral_0133.jpg,neutral,neutral,0.5614,fear,0.7583
neutral/neutral_0149.jpg,neutral,neutral,0.5245,surprise,0.8142
neutral/neutral_0150.jpg,neutral,sad,0.7089,sad,0.7441
neutral/neutral_0166.jpg,neutral,neutral,0.4921,neutral,0.6819
neutral/neutral_0194.jpg,neutral,sad,0.4575,sad,0.8987
neutral/neutral_0200.jpg,neutral,fear,0.3697,sad,0.4742
neutral/neutral_0205.jpg,neutral,sad,0.4423,neutral,0.4504
neutral/neutral_0210.jpg,neutral,fear,0.4567,fear,0.8336
neutral/neutral_0265.jpg,neutral,sad,0.9913,sad,0.7704
neutral/neutral_0297.jpg,neutral,sad,0.8414,sad,0.9527
neutral/neutral_0307.jpg,neutral,surprise,0.5453,fear,0.598
neutral/neutral_0311.jpg,neutral,neutral,0.9827,neutral,0.9982
neutral/neutral_0330.jpg,neutral,surprise,0.47,neutral,0.6825
neutral/neutral_0333.jpg,neutral,sad,0.9582,sad,0.987
neutral/neutral_0370.jpg,neutral,surprise,0.9734,surprise,0.5707
neutral/neutral_0374.jpg,neutral,neutral,0.7011,sad,0.871
neutral/neutral_0392.jpg,neutral,neutral,0.5801,sad,0.4879
neutral/neutral_0396.jpg,neutral,neutral,0.4859,sad,0.7277
neutral/neutral_0409.jpg,neutral,neutral,0.9809,neutral,0.8246
neutral/neutral_0421.jpg,neutral,angry,0.4214,fear,0.5462
neutral/neutral_0425.jpg,neutral,fear,0.845,fear,0.5962
neutral/neutral_0470.jpg,neutral,neutral,0.5753,fear,0.4793
neutral/neutral_0498.jpg,neutral,sad,0.8635,sad,0.9382
neutral/neutral_0540.jpg,neutral,surprise,0.5359,neutral,0.3962
neutral/neutral_0546.jpg,neutral,neutral,0.8762,neutral,0.4471
neutral/neutral_0575.jpg,neutral,neutral,0.7429,neutral,0.9175
neutral/neutral_0590.jpg,neutral,sad,0.7411,fear,0.5511
neutral/neutral_0599.jpg,neutral,neutral,0.5368,neutral,0.9604
neutral/neutral_0616.jpg,neutral,sad,0.9875,sad,0.884
neutral/neutral_0673.jpg,neutral,sad,0.9758,sad,0.9727
neutral/neutral_0675.jpg,neutral,neutral,0.9245,neutral,0.9467
neutral/neutral_0677.jpg,neutral,sad,0.9745,sad,0.8764
neutral/neutral_0707.jpg,neutral,neutral,0.966,neutral,0.9758
neutral/neutral_0729.jpg,neutral,neutral,0.5411,sad,0.8555
neutral/neutral_0761.jpg,neutral,neutral,0.5619,neutral,0.9674
neutral/neutral_0763.jpg,neutral,neutral,0.6582,sad,0.9138
neutral/neutral_0769.jpg,neutral,sad,0.8781,neutral,0.9989
neutral/neutral_0771.jpg,neutral,sad,0.6537,sad,0.9197
neutral/neutral_0774.jpg,neutral,surprise,0.742,sad,0.2614
neutral/neutral_0787.jpg,neutral,neutral,0.64,surprise,0.7879
neutral/neutral_0819.jpg,neutral,neutral,0.9309,fear,0.5558
neutral/neutral_0828.jpg,neutral,neutral,0.9591,neutral,0.6577
neutral/neutral_0842.jpg,neutral,surprise,0.5493,fear,0.6711
neutral/neutral_0849.jpg,neutral,neutral,0.5327,neutral,0.8395
neutral/neutral_0886.jpg,neutral,neutral,0.7712,neutral,0.9938
neutral/neutral_0890.jpg,neutral,neutral,0.5972,neutral,0.9518
neutral/neutral_0894.jpg,neutral,surprise,0.3021,surprise,0.5537
neutral/neutral_0904.jpg,neutral,sad,0.8159,sad,0.9551
neutral/neutral_0915.jpg,neutral,fear,0.5972,fear,0.9263
neutral/neutral_0941.jpg,neutral,surprise,0.5171,fear,0.8508
neutral/neutral_0951.jpg,neutral,surprise,0.4802,fear,0.7925
neutral/neutral_0952.jpg,neutral,fear,0.5729,sad,0.9005
neutral/neutral_0996.jpg,neutral,sad,0.7526,fear,0.7224
neutral/neutral_1007.jpg,neutral,neutral,0.5389,fear,0.5152
neutral/neutral_1011.jpg,neutral,surprise,0.584,fear,0.5175
neutral/neutral_1013.jpg,neutral,sad,0.8901,sad,0.9996
neutral/neutral_1019.jpg,neutral,sad,0.7698,sad,0.9319
neutral/neutral_1027.jpg,neutral,neutral,0.8754,sad,0.8384
neutral/neutral_1034.jpg,neutral,neutral,0.7801,sad,0.9987
neutral/neutral_1046.jpg,neutral,fear,0.4178,surprise,0.3556
neutral/neutral_1071.jpg,neutral,neutral,0.8451,fear,0.8535
neutral/neutral_1074.jpg,neutral,surprise,0.4448,surprise,0.8797
neutral/neutral_1101.jpg,neutral,neutral,0.8518,fear,0.9036
neutral/neutral_1106.jpg,neutral,neutral,0.8332,neutral,0.9618
sad/sad_0011.jpg,sad,sad,0.9155,sad,0.998
sad/sad_0021.jpg,sad,sad,0.7862,sad,0.7678
sad/sad_0024.jpg,sad,sad,0.9117,sad,0.9808
sad/sad_0026.jpg,sad,surprise,0.5416,sad,0.9708
sad/sad_0055.jpg,sad,sad,0.4213,sad,0.5077
sad/sad_0064.jpg,sad,sad,0.6564,sad,0.827
sad/sad_0104.jpg,sad,sad,0.7363,sad,0.5986
sad/sad_0111.jpg,sad,sad,0.7665,sad,0.9768
sad/sad_0114.jpg,sad,fear,0.6292,neutral,0.5271
sad/sad_0149.jpg,sad,angry,0.7522,angry,0.3505
sad/sad_0157.jpg,sad,happy,0.9186,sad,0.9507
sad/sad_0204.jpg,sad,sad,0.8222,angry,0.7129
sad/sad_0224.jpg,sad,sad,0.9661,sad,0.7219
sad/sad_0236.jpg,sad,sad,0.6507,sad,0.9099
sad/sad_0269.jpg,sad,happy,0.3876,sad,0.7461
sad/sad_0353.jpg,sad,neutral,0.4937,neutral,0.7038
sad/sad_0355.jpg,sad,sad,0.9658,sad,0.9369
sad/sad_0410.jpg,sad,sad,0.8144,neutral,0.5122
sad/sad_0482.jpg,sad,fear,0.4769,sad,0.8074
sad/sad_0489.jpg,sad,angry,0.7058,sad,0.9481
sad/sad_0506.jpg,sad,angry,0.5916,sad,0.4637
sad/sad_0527.jpg,sad,fear,0.7945,fear,0.7426
sad/sad_0535.jpg,sad,neutral,0.7404,neutral,0.9867
sad/sad_0557.jpg,sad,sad,0.7149,sad,0.9489
sad/sad_0575.jpg,sad,sad,0.9283,sad,0.7867
sad/sad_0578.jpg,sad,surprise,0.4118,sad,0.7891
sad/sad_0648.jpg,sad,sad,0.9974,sad,0.9013
sad/sad_0680.jpg,sad,sad,0.9304,sad,0.9855
sad/sad_0733.jpg,sad,sad,0.8565,sad,0.5365
sad/sad_0760.jpg,sad,angry,0.6681,sad,0.8104
sad/sad_0790.jpg,sad,fear,0.4359,fear,0.4979
sad/sad_0794.jpg,sad,sad,0.987,sad,0.9999
sad/sad_0795.jpg,sad,sad,0.8229,sad,0.4553
sad/sad_0819.jpg,sad,sad,0.9795,neutral,0.5409
sad/sad_0846.jpg,sad,surprise,0.5311,sad,0.8081
sad/sad_0852.jpg,sad,sad,0.9003,sad,0.9804
sad/sad_0870.jpg,sad,sad,0.8853,sad,0.9958
sad/sad_0892.jpg,sad,fear,0.3075,fear,0.9584
sad/sad_0909.jpg,sad,sad,0.9997,sad,1.0
sad/sad_0929.jpg,sad,sad,0.3709,sad,0.9841
sad/sad_0963.jpg,sad,fear,0.9053,fear,0.9709
sad/sad_0974.jpg,sad,neutral,0.6759,fear,0.5259
sad/sad_0998.jpg,sad,sad,0.5815,sad,0.7466
sad/sad_1043.jpg,sad,fear,0.5063,neutral,0.7615
sad/sad_1047.jpg,sad,sad,0.8226,sad,0.9852
sad/sad_1052.jpg,sad,happy,0.8016,sad,0.9756
sad/sad_1072.jpg,sad,sad,0.7561,sad,0.5663
sad/sad_1109.jpg,sad,sad,0.6555,sad,0.5572
sad/sad_1110.jpg,sad,sad,0.5149,fear,0.5898
sad/sad_1131.jpg,sad,neutral,0.5156,neutral,0.5941
sad/sad_1159.jpg,sad,surprise,0.754,sad,0.6598
sad/sad_1163.jpg,sad,angry,0.9141,sad,0.9052
sad/sad_1181.jpg,sad,fear,0.609,sad,0.5357
sad/sad_1196.jpg,sad,angry,0.7152,sad,0.7091
sad/sad_1202.jpg,sad,angry,0.3425,surprise,0.5407
sad/sad_1215.jpg,sad,sad,0.9925,sad,0.9985
sad/sad_1222.jpg,sad,sad,0.7505,sad,0.6929
sad/sad_1242.jpg,sad,sad,0.7973,neutral,0.8544
sad/sad_1244.jpg,sad,sad,0.6125,sad,0.9246
sad/sad_1250.jpg,sad,sad,0.9799,sad,0.7972
sad/sad_1290.jpg,sad,angry,0.6244,sad,0.9286
sad/sad_1369.jpg,sad,sad,0.9562,sad,0.9736
sad/sad_1396.jpg,sad,sad,0.8494,sad,0.7702
